PLAYER NAME,DATE,MIN,PTS,REB,TOV,PREV_DATE_DIFF
Aaron Gordon,2023-10-29,23,9,3,1.0,1.0
Aaron Gordon,2023-11-03,35,18,8,4.0,1.0
Aaron Gordon,2023-11-19,32,11,4,1.0,1.0
Aaron Gordon,2023-12-11,29,18,12,2.0,1.0
Aaron Gordon,2023-12-22,32,18,5,1.0,1.0
Aaron Gordon,2024-01-04,35,30,9,0.0,1.0
Aaron Gordon,2024-02-08,32,11,4,1.0,1.0
Aaron Gordon,2024-02-22,21,17,2,3.0,1.0
Aaron Gordon,2024-02-28,24,17,6,0.0,1.0
Amen Thompson,2023-12-22,22,9,6,3.0,1.0
Amen Thompson,2023-12-26,12,7,4,1.0,1.0
Amen Thompson,2024-01-05,20,6,6,2.0,1.0
Amen Thompson,2024-01-12,8,2,1,0.0,1.0
Amen Thompson,2024-01-20,18,6,8,0.0,1.0
Amen Thompson,2024-01-26,23,13,6,1.0,1.0
Amen Thompson,2024-02-09,32,8,9,6.0,1.0
Amen Thompson,2024-02-22,28,22,5,3.0,1.0
Amen Thompson,2024-03-05,19,2,6,1.0,1.0
Amen Thompson,2024-04-11,35,15,10,1.0,1.0
Andre Drummond,2023-10-27,12,8,2,2.0,1.0
Andre Drummond,2023-11-03,12,7,4,1.0,1.0
Andre Drummond,2023-11-12,15,11,13,1.0,1.0
Andre Drummond,2023-11-17,18,5,6,2.0,1.0
Andre Drummond,2023-12-11,14,9,16,0.0,1.0
Andre Drummond,2023-12-20,16,11,7,2.0,1.0
Andre Drummond,2024-01-02,28,11,17,2.0,1.0
Andre Drummond,2024-01-12,12,5,4,0.0,1.0
Andre Drummond,2024-01-30,14,7,7,0.0,1.0
Andre Drummond,2024-02-27,28,20,11,1.0,1.0
Andre Drummond,2024-03-06,17,10,6,0.0,1.0
Andre Drummond,2024-03-13,10,3,4,1.0,1.0
Andre Drummond,2024-03-31,17,6,9,0.0,1.0
Anthony Davis,2023-10-29,42,30,16,0.0,1.0
Anthony Davis,2023-11-14,27,19,11,2.0,1.0
Anthony Davis,2023-11-21,29,26,16,2.0,1.0
Anthony Davis,2023-11-29,29,28,16,0.0,1.0
Anthony Davis,2023-12-12,37,37,11,2.0,1.0
Anthony Davis,2023-12-20,38,19,14,1.0,1.0
Anthony Davis,2023-12-30,39,33,17,2.0,1.0
Anthony Davis,2024-02-08,38,32,9,1.0,1.0
Anthony Davis,2024-02-13,28,20,14,1.0,1.0
Anthony Davis,2024-02-22,33,27,15,3.0,1.0
Anthony Davis,2024-02-28,36,20,12,2.0,1.0
Anthony Davis,2024-04-02,28,21,12,5.0,1.0
Anthony Davis,2024-04-06,36,22,13,0.0,1.0
Anthony Edwards,2023-11-14,36,20,4,5.0,1.0
Anthony Edwards,2023-12-20,36,27,7,1.0,1.0
Anthony Edwards,2024-01-09,26,6,4,5.0,1.0
Anthony Edwards,2024-01-17,33,27,5,3.0,1.0
Anthony Edwards,2024-01-24,34,38,3,4.0,1.0
Anthony Edwards,2024-02-12,32,23,7,1.0,1.0
Anthony Edwards,2024-02-23,38,28,9,3.0,1.0
Anthony Edwards,2024-02-27,33,34,5,4.0,1.0
Anthony Edwards,2024-03-03,37,27,5,3.0,1.0
Anthony Edwards,2024-03-07,39,44,6,0.0,1.0
Anthony Edwards,2024-03-18,38,32,7,3.0,1.0
Anthony Edwards,2024-04-02,36,21,5,3.0,1.0
Anthony Edwards,2024-04-09,38,51,6,2.0,1.0
Ausar Thompson,2023-10-27,30,6,13,3.0,1.0
Ausar Thompson,2023-11-01,30,16,7,2.0,1.0
Ausar Thompson,2023-11-05,38,14,9,1.0,1.0
Ausar Thompson,2023-11-19,30,9,10,5.0,1.0
Ausar Thompson,2023-11-29,21,12,6,0.0,1.0
Ausar Thompson,2023-12-15,22,8,3,1.0,1.0
Ausar Thompson,2024-02-07,27,12,6,2.0,1.0
Ausar Thompson,2024-02-13,29,19,2,1.0,1.0
Ausar Thompson,2024-02-26,36,7,4,4.0,1.0
Austin Reaves,2023-10-29,28,5,2,3.0,1.0
Austin Reaves,2023-11-14,29,16,12,3.0,1.0
Austin Reaves,2023-11-21,26,19,5,2.0,1.0
Austin Reaves,2023-11-29,24,6,3,2.0,1.0
Austin Reaves,2023-12-12,32,22,5,3.0,1.0
Austin Reaves,2023-12-20,28,21,0,3.0,1.0
Austin Reaves,2023-12-30,29,9,2,1.0,1.0
Austin Reaves,2024-01-29,30,8,3,2.0,1.0
Austin Reaves,2024-02-08,36,15,2,1.0,1.0
Austin Reaves,2024-02-13,32,15,7,2.0,1.0
Austin Reaves,2024-02-22,27,16,2,2.0,1.0
Austin Reaves,2024-02-28,36,13,8,1.0,1.0
Austin Reaves,2024-03-26,48,29,14,1.0,1.0
Austin Reaves,2024-04-02,25,7,4,1.0,1.0
Austin Reaves,2024-04-06,33,7,2,3.0,1.0
Bam Adebayo,2023-10-27,35,27,7,3.0,1.0
Bam Adebayo,2023-11-11,39,26,17,3.0,1.0
Bam Adebayo,2024-01-14,35,24,10,2.0,1.0
Bam Adebayo,2024-01-24,40,15,15,0.0,1.0
Bam Adebayo,2024-02-06,30,14,8,3.0,1.0
Bam Adebayo,2024-02-13,31,16,12,3.0,1.0
Bam Adebayo,2024-02-26,36,28,10,5.0,1.0
Bam Adebayo,2024-03-07,37,14,9,1.0,1.0
Bam Adebayo,2024-03-17,38,20,17,3.0,1.0
Bam Adebayo,2024-04-04,29,14,11,2.0,1.0
Bam Adebayo,2024-04-09,48,10,7,5.0,1.0
Bobby Portis,2023-10-29,21,12,4,3.0,1.0
Bobby Portis,2023-11-08,23,18,5,2.0,1.0
Bobby Portis,2023-11-17,30,13,7,3.0,1.0
Bobby Portis,2023-12-16,27,31,12,4.0,1.0
Bobby Portis,2024-01-03,20,9,6,0.0,1.0
Bobby Portis,2024-01-13,21,10,8,1.0,1.0
Bobby Portis,2024-01-26,22,12,8,1.0,1.0
Bobby Portis,2024-02-03,31,12,10,0.0,1.0
Bobby Portis,2024-02-08,29,12,9,3.0,1.0
Bobby Portis,2024-02-12,25,13,8,3.0,1.0
Bobby Portis,2024-02-29,28,14,10,1.0,1.0
Bobby Portis,2024-03-20,33,24,15,2.0,1.0
Bobby Portis,2024-04-02,25,12,12,1.0,1.0
Bobby Portis,2024-04-09,22,15,10,2.0,1.0
Brandon Ingram,2023-11-17,38,21,3,2.0,1.0
Brandon Ingram,2023-11-24,35,30,4,3.0,1.0
Brandon Ingram,2023-12-01,34,14,5,4.0,1.0
Brandon Ingram,2024-01-02,25,12,5,1.0,1.0
Brandon Ingram,2024-01-26,34,12,4,5.0,1.0
Brandon Ingram,2024-02-09,35,22,7,2.0,1.0
Brandon Ingram,2024-02-27,34,24,6,5.0,1.0
Brandon Ingram,2024-03-15,35,13,5,0.0,1.0
CJ McCollum,2023-11-03,34,18,2,4.0,1.0
CJ McCollum,2023-11-08,31,16,6,2.0,1.0
CJ McCollum,2023-11-21,39,37,5,6.0,1.0
CJ McCollum,2023-12-20,28,19,3,4.0,1.0
CJ McCollum,2024-01-05,25,10,8,2.0,1.0
CJ McCollum,2024-02-01,22,15,4,1.0,1.0
CJ McCollum,2024-02-25,31,17,3,1.0,1.0
CJ McCollum,2024-03-12,36,18,4,4.0,1.0
CJ McCollum,2024-03-24,33,12,6,1.0,1.0
Cade Cunningham,2023-10-27,24,12,2,5.0,1.0
Cade Cunningham,2023-11-01,37,30,5,6.0,1.0
Cade Cunningham,2023-11-05,39,26,3,6.0,1.0
Cade Cunningham,2023-11-19,27,18,5,3.0,1.0
Cade Cunningham,2023-11-29,23,15,4,2.0,1.0
Cade Cunningham,2023-12-15,24,4,3,3.0,1.0
Cade Cunningham,2024-02-13,25,12,7,0.0,1.0
Cade Cunningham,2024-02-26,36,32,5,5.0,1.0
Cam Thomas,2023-11-03,31,17,5,0.0,1.0
Cam Thomas,2023-12-13,28,24,2,2.0,1.0
Cam Thomas,2023-12-22,34,23,0,2.0,1.0
Cam Thomas,2023-12-26,23,17,1,2.0,1.0
Cam Thomas,2024-01-02,20,0,2,1.0,1.0
Cam Thomas,2024-02-05,36,18,5,1.0,1.0
Cam Thomas,2024-02-13,34,26,2,3.0,1.0
Cam Thomas,2024-03-09,30,31,1,2.0,1.0
Cam Thomas,2024-03-16,32,22,8,5.0,1.0
Cam Thomas,2024-03-31,35,30,2,2.0,1.0
Cam Thomas,2024-04-06,39,32,6,1.0,1.0
Chet Holmgren,2023-10-29,26,19,4,1.0,1.0
Chet Holmgren,2023-11-18,37,36,10,4.0,1.0
Chet Holmgren,2023-12-26,29,20,4,1.0,1.0
Chet Holmgren,2024-01-02,33,14,3,1.0,1.0
Chet Holmgren,2024-01-10,33,23,9,2.0,1.0
Chet Holmgren,2024-01-15,30,9,8,3.0,1.0
Chet Holmgren,2024-01-23,32,8,10,1.0,1.0
Chet Holmgren,2024-01-28,23,9,12,1.0,1.0
Chet Holmgren,2024-02-10,22,13,12,0.0,1.0
Chet Holmgren,2024-02-22,33,17,10,3.0,1.0
Chet Holmgren,2024-03-03,32,14,9,1.0,1.0
Chet Holmgren,2024-03-26,33,16,9,1.0,1.0
Chet Holmgren,2024-04-02,29,22,7,3.0,1.0
Chet Holmgren,2024-04-09,34,15,9,0.0,1.0
Clint Capela,2023-10-29,23,12,12,0.0,1.0
Clint Capela,2023-11-14,27,8,8,3.0,1.0
Clint Capela,2023-11-21,19,14,5,1.0,1.0
Clint Capela,2023-11-25,18,12,11,0.0,1.0
Clint Capela,2023-12-22,28,8,10,2.0,1.0
Clint Capela,2024-01-12,22,7,5,0.0,1.0
Clint Capela,2024-01-19,22,9,11,0.0,1.0
Clint Capela,2024-02-02,21,11,10,0.0,1.0
Clint Capela,2024-03-05,25,13,9,1.0,1.0
Clint Capela,2024-03-17,26,15,13,1.0,1.0
Clint Capela,2024-03-27,27,13,10,4.0,1.0
Clint Capela,2024-04-03,30,11,16,1.0,1.0
Clint Capela,2024-04-09,37,6,11,1.0,1.0
Coby White,2023-10-27,40,17,6,3.0,1.0
Coby White,2023-11-03,35,18,3,2.0,1.0
Coby White,2023-11-12,32,16,0,1.0,1.0
Coby White,2023-11-17,30,4,1,2.0,1.0
Coby White,2023-12-11,45,33,6,2.0,1.0
Coby White,2023-12-20,33,17,7,3.0,1.0
Coby White,2024-01-02,29,14,4,1.0,1.0
Coby White,2024-01-12,37,25,4,1.0,1.0
Coby White,2024-01-30,35,13,2,1.0,1.0
Coby White,2024-02-27,41,10,5,1.0,1.0
Coby White,2024-03-06,42,25,6,1.0,1.0
Coby White,2024-03-31,41,17,5,2.0,1.0
Coby White,2024-04-11,37,18,3,3.0,1.0
Collin Sexton,2023-10-27,20,13,1,0.0,1.0
Collin Sexton,2023-11-21,22,14,3,1.0,1.0
Collin Sexton,2023-11-29,22,9,1,2.0,1.0
Collin Sexton,2023-12-13,30,26,4,2.0,1.0
Collin Sexton,2023-12-20,34,20,3,2.0,1.0
Collin Sexton,2024-01-05,20,13,1,3.0,1.0
Collin Sexton,2024-01-12,20,20,2,2.0,1.0
Collin Sexton,2024-01-29,24,6,1,2.0,1.0
Collin Sexton,2024-02-14,26,18,0,0.0,1.0
Collin Sexton,2024-03-15,31,21,4,1.0,1.0
Collin Sexton,2024-03-20,30,25,5,2.0,1.0
D'Angelo Russell,2023-10-29,41,17,3,0.0,1.0
D'Angelo Russell,2023-11-14,27,24,3,0.0,1.0
D'Angelo Russell,2023-11-21,26,20,3,0.0,1.0
D'Angelo Russell,2023-11-29,34,35,4,3.0,1.0
D'Angelo Russell,2023-12-12,25,7,2,2.0,1.0
D'Angelo Russell,2023-12-20,28,2,1,1.0,1.0
D'Angelo Russell,2024-01-29,41,23,1,1.0,1.0
D'Angelo Russell,2024-02-13,32,21,2,3.0,1.0
D'Angelo Russell,2024-02-22,34,18,5,3.0,1.0
D'Angelo Russell,2024-02-28,34,18,2,3.0,1.0
D'Angelo Russell,2024-03-26,50,29,7,4.0,1.0
D'Angelo Russell,2024-04-02,33,25,2,4.0,1.0
D'Angelo Russell,2024-04-06,31,28,5,6.0,1.0
Damian Lillard,2023-10-29,29,6,4,6.0,1.0
Damian Lillard,2023-11-17,31,27,5,2.0,1.0
Damian Lillard,2023-12-16,30,33,4,2.0,1.0
Damian Lillard,2024-01-03,36,23,2,2.0,1.0
Damian Lillard,2024-01-13,38,27,6,1.0,1.0
Damian Lillard,2024-01-26,38,22,4,4.0,1.0
Damian Lillard,2024-02-03,38,30,3,6.0,1.0
Damian Lillard,2024-02-12,23,18,3,2.0,1.0
Damian Lillard,2024-02-29,34,17,6,2.0,1.0
Damian Lillard,2024-03-20,36,32,4,4.0,1.0
Damian Lillard,2024-04-09,36,12,3,3.0,1.0
Daniel Gafford,2023-11-12,16,5,5,1.0,1.0
Daniel Gafford,2023-11-24,29,8,9,1.0,1.0
Daniel Gafford,2023-12-17,35,26,17,1.0,1.0
Daniel Gafford,2023-12-21,31,16,8,1.0,1.0
Daniel Gafford,2023-12-26,32,13,13,3.0,1.0
Daniel Gafford,2024-01-05,24,4,4,0.0,1.0
Daniel Gafford,2024-01-24,21,10,4,2.0,1.0
Daniel Gafford,2024-02-27,7,4,2,0.0,1.0
Daniel Gafford,2024-03-13,26,10,6,2.0,1.0
Daniel Gafford,2024-03-25,27,13,11,0.0,1.0
Daniel Gafford,2024-04-04,23,6,3,0.0,1.0
Daniel Gafford,2024-04-09,25,26,7,0.0,1.0
Day'Ron Sharpe,2023-11-03,15,6,10,0.0,1.0
Day'Ron Sharpe,2023-11-25,12,4,4,0.0,1.0
Day'Ron Sharpe,2023-12-13,8,3,3,0.0,1.0
Day'Ron Sharpe,2023-12-22,19,13,10,0.0,1.0
Day'Ron Sharpe,2023-12-26,22,11,11,1.0,1.0
Day'Ron Sharpe,2024-01-02,17,12,9,1.0,1.0
Day'Ron Sharpe,2024-02-13,9,6,4,0.0,1.0
Day'Ron Sharpe,2024-02-26,15,8,8,1.0,1.0
Day'Ron Sharpe,2024-03-09,10,2,5,1.0,1.0
Day'Ron Sharpe,2024-03-16,14,3,7,4.0,1.0
Day'Ron Sharpe,2024-03-31,9,4,1,2.0,1.0
Day'Ron Sharpe,2024-04-06,10,0,6,1.0,1.0
De'Aaron Fox,2023-11-19,31,30,4,0.0,1.0
De'Aaron Fox,2023-11-28,40,29,9,2.0,1.0
De'Aaron Fox,2023-12-11,33,29,3,3.0,1.0
De'Aaron Fox,2023-12-22,32,23,6,2.0,1.0
De'Aaron Fox,2024-01-02,38,30,5,3.0,1.0
De'Aaron Fox,2024-01-09,33,26,3,5.0,1.0
De'Aaron Fox,2024-02-02,35,25,3,3.0,1.0
De'Aaron Fox,2024-02-13,40,40,9,6.0,1.0
De'Aaron Fox,2024-02-25,33,33,6,3.0,1.0
De'Aaron Fox,2024-03-06,39,44,4,3.0,1.0
De'Aaron Fox,2024-03-12,32,29,6,4.0,1.0
De'Aaron Fox,2024-03-20,28,20,4,3.0,1.0
De'Aaron Fox,2024-03-25,37,23,8,0.0,1.0
De'Aaron Fox,2024-04-04,39,29,7,4.0,1.0
De'Aaron Fox,2024-04-11,41,33,5,6.0,1.0
DeMar DeRozan,2023-10-27,41,33,4,2.0,1.0
DeMar DeRozan,2023-11-03,33,24,1,0.0,1.0
DeMar DeRozan,2023-11-12,37,29,1,0.0,1.0
DeMar DeRozan,2023-11-17,36,23,4,3.0,1.0
DeMar DeRozan,2023-12-11,42,41,2,2.0,1.0
DeMar DeRozan,2023-12-20,36,27,7,3.0,1.0
DeMar DeRozan,2024-01-02,30,16,4,1.0,1.0
DeMar DeRozan,2024-01-12,41,39,7,1.0,1.0
DeMar DeRozan,2024-01-30,42,25,2,5.0,1.0
DeMar DeRozan,2024-02-27,40,25,3,0.0,1.0
DeMar DeRozan,2024-03-06,38,29,6,2.0,1.0
DeMar DeRozan,2024-03-13,44,46,9,2.0,1.0
DeMar DeRozan,2024-03-31,39,27,2,4.0,1.0
Dejounte Murray,2023-10-29,30,15,1,3.0,1.0
Dejounte Murray,2023-11-14,37,32,5,2.0,1.0
Dejounte Murray,2023-11-21,34,28,3,5.0,1.0
Dejounte Murray,2023-11-25,27,11,5,0.0,1.0
Dejounte Murray,2023-12-15,33,17,7,1.0,1.0
Dejounte Murray,2023-12-22,34,24,8,2.0,1.0
Dejounte Murray,2024-01-12,32,29,4,3.0,1.0
Dejounte Murray,2024-01-19,40,22,3,2.0,1.0
Dejounte Murray,2024-02-02,39,22,8,1.0,1.0
Dejounte Murray,2024-03-05,37,21,9,1.0,1.0
Dejounte Murray,2024-03-17,34,21,2,4.0,1.0
Dejounte Murray,2024-03-27,36,30,3,1.0,1.0
Dejounte Murray,2024-04-03,35,24,4,5.0,1.0
Deni Avdija,2023-11-12,38,14,9,2.0,1.0
Deni Avdija,2023-11-24,28,2,5,0.0,1.0
Deni Avdija,2023-12-17,32,7,6,2.0,1.0
Deni Avdija,2023-12-21,35,13,11,2.0,1.0
Deni Avdija,2023-12-26,23,2,5,2.0,1.0
Deni Avdija,2024-01-05,26,13,5,3.0,1.0
Deni Avdija,2024-01-20,32,16,7,1.0,1.0
Deni Avdija,2024-01-24,38,24,6,2.0,1.0
Deni Avdija,2024-02-09,42,24,11,3.0,1.0
